8+43   _51
534+43 _577
548*92 _50416 
438+56 _494
13*751 _9763  
912+66 _978
125+813_938
466+49 _515
86*274 _23564 
14*400 _5600  
68*425 _28900 
96*872 _83712 
184+994_1178
470*462_217140
995*73 _72635 
396+645_1041
329*8  _2632  
11+942 _953
223+352_575
11+477 _488
98+118 _216
81+143 _224
719+42 _761
351*2  _702   
999+5  _1004
712*985_701320
328+87 _415
77+201 _278
562+892_1454
9+788  _797
12*686 _8232  
318*87 _27666 
848*5  _4240  
795*39 _31005 
956+64 _1020
699+62 _761
448+92 _540
44+727 _771
459*0  _0     
387+84 _471
378+51 _429
13+509 _522
933*569_530877
11+81  _92
671*803_538813
36+480 _516
628*157_98596 
3*668  _2004  
164*8  _1312  
429+224_653
85+615 _700
17*162 _2754  
53+220 _273
740*886_655640
999*17 _16983 
500+70 _570
318+3  _321
341+40 _381
9*222  _1998  
672*632_424704
96*83  _7968  
345*63 _21735 
902+1  _903
55*331 _18205 
483*90 _43470 
291+34 _325
556*194_107864
31*408 _12648 
95*65  _6175  
226+54 _280
16*887 _14192 
427+973_1400
53*998 _52894 
140+702_842
993*639_634527
314+185_499
72+959 _1031
6+371  _377
774*993_768582
746*522_389412
27+725 _752
515+6  _521
5*871  _4355  
91+498 _589
797*511_407267
982+55 _1037
562+18 _580
191+92 _283
59*452 _26668 
432+32 _464
864*56 _48384 
192*77 _14784 
97+540 _637
379*739_280081
47+650 _697
162+242_404
234*857_200538
101*34 _3434  
78+890 _968
716+70 _786
511*464_237104
598+77 _675
38+599 _637
20+604 _624
888+498_1386
694+391_1085
597*961_573717
234*550_128700
524*604_316496
795*87 _69165 
0*118  _0     
429+890_1319
604*131_79124 
892*517_461164
204*0  _0     
807+10 _817
52*686 _35672 
65+731 _796
585+146_731
97+244 _341
790*30 _23700 
33+807 _840
857*728_623896
988*313_309244
43+845 _888
91+232 _323
551+316_867
554+65 _619
330+1  _331
951+980_1931
351+272_623
136+41 _177
891+0  _891
83*198 _16434 
818+14 _832
45+987 _1032
125+47 _172
394+63 _457
557*92 _51244 
88*99  _8712  
947+836_1783
524*709_371516
692*126_87192 
43+551 _594
371+873_1244
724*9  _6516  
2*906  _1812  
459*891_408969
6+510  _516
94+231 _325
92*320 _29440 
462+266_728
83+153 _236
46*54  _2484  
54+293 _347
916*0  _0     
439+48 _487
254+492_746
83+429 _512
68*529 _35972 
493*93 _45849 
34*20  _680   
496*301_149296
859+580_1439
3+745  _748
399*390_155610
67*75  _5025  
614+60 _674
372+5  _377
484+167_651
56+450 _506
945+495_1440
638+770_1408
396*948_375408
641*2  _1282  
742+268_1010
234+88 _322
822*369_303318
989*493_487577
35+481 _516
316+0  _316
583+33 _616
88+843 _931
70+694 _764
91+84  _175
116*458_53128 
249+378_627
9+559  _568
69+132 _201
222*5  _1110  
397*67 _26599 
53*507 _26871 
868*152_131936
166*22 _3652  
97*195 _18915 
87*481 _41847 
50*803 _40150 
653*291_190023
850*66 _56100 
106*44 _4664  
16*497 _7952  
164*926_151864
754+276_1030
34+159 _193
865+38 _903
55*413 _22715 
478+178_656
69*693 _47817 
266+560_826
312*11 _3432  
855*184_157320
25*83  _2075  
42+365 _407
679+412_1091
847*19 _16093 
813+955_1768
59*13  _767   
467*59 _27553 
119*195_23205 
66*79  _5214  
232+51 _283
81+355 _436
585+25 _610
863+423_1286
709+32 _741
128+6  _134
394+919_1313
115*56 _6440  
139+28 _167
645*52 _33540 
669*70 _46830 
45+346 _391
541+180_721
821+92 _913
434*203_88102 
710+51 _761
17*13  _221   
300*98 _29400 
86*703 _60458 
35+750 _785
824*49 _40376 
9*451  _4059  
91*111 _10101 
712+234_946
398+47 _445
46+597 _643
292+8  _300
929*58 _53882 
0*477  _0     
972+4  _976
56+65  _121
254*57 _14478 
2+697  _699
88+89  _177
6+372  _378
484*37 _17908 
618+516_1134
84*25  _2100  
573+42 _615
7*555  _3885  
49+432 _481
337*317_106829
28*73  _2044  
63+520 _583
679+24 _703
852+40 _892
447*8  _3576  
83+920 _1003
37*658 _24346 
779+920_1699
610*71 _43310 
574*499_286426
781+487_1268
591*5  _2955  
749+7  _756
702*730_512460
233+3  _236
624*55 _34320 
85*183 _15555 
929*0  _0     
813*490_398370
50+263 _313
799*276_220524
399+124_523
228+8  _236
614+609_1223
874*53 _46322 
748+22 _770
501+52 _553
37+935 _972
831+6  _837
189*42 _7938  
387*82 _31734 
388*92 _35696 
137*12 _1644  
859*370_317830
553+779_1332
48*902 _43296 
39*50  _1950  
16+149 _165
436+592_1028
33*635 _20955 
671+886_1557
38*284 _10792 
345+37 _382
58+711 _769
82+395 _477
63*444 _27972 
502*99 _49698 
359+549_908
19*677 _12863 
36*543 _19548 
254+88 _342
14*827 _11578 
421*268_112828
772*722_557384
129*497_64113 
74*459 _33966 
59+723 _782
77*535 _41195 
12+846 _858
43*148 _6364  
21+396 _417
675+776_1451
49+45  _94
239+63 _302
217*851_184667
410*22 _9020  
55+799 _854
317+588_905
992+433_1425
97*395 _38315 
674*487_328238
940*980_921200
959*91 _87269 
387*623_241101
19*989 _18791 
49+181 _230
31*837 _25947 
330*86 _28380 
68*312 _21216 
968+229_1197
244+926_1170
38+63  _101
136*16 _2176  
295*121_35695 
99+35  _134
50*711 _35550 
608*803_488224
744*13 _9672  
907*2  _1814  
719*529_380351
4*237  _948   
782+26 _808
554+808_1362
100+411_511
6*397  _2382  
99*804 _79596 
785+58 _843
22*249 _5478  
790+853_1643
734*74 _54316 
166+644_810
39*665 _25935 
540*425_229500
966*506_488796
621+503_1124
917+48 _965
119*8  _952   
234+554_788
656+8  _664
1*840  _840   
142+945_1087
709+545_1254
59+617 _676
209+74 _283
997+2  _999
129*33 _4257  
80+190 _270
70+791 _861
29*364 _10556 
237*39 _9243  
73*671 _48983 
32+433 _465
439*4  _1756  
12+500 _512
143*439_62777 
294*72 _21168 
92*215 _19780 
694*357_247758
922*26 _23972 
152+800_952
355*98 _34790 
238*80 _19040 
971*316_306836
232+408_640
724+915_1639
80+123 _203
5+466  _471
913+77 _990
847*53 _44891 
41*709 _29069 
80*276 _22080 
234+848_1082
76*654 _49704 
655+45 _700
50*846 _42300 
370*75 _27750 
47*455 _21385 
797+763_1560
911+74 _985
335+8  _343
99*202 _19998 
427*615_262605
459+21 _480
243*94 _22842 
40+727 _767
510+25 _535
71*528 _37488 
20*48  _960   
785+760_1545
669+19 _688
135+59 _194
562+294_856
875+430_1305
3+194  _197
58*893 _51794 
535*810_433350
6*712  _4272  
762*779_593598
933*99 _92367 
545*15 _8175  
942*12 _11304 
714*20 _14280 
571*324_185004
512*874_447488
229+739_968
680+56 _736
439*93 _40827 
851*97 _82547 
196+235_431
46*933 _42918 
740*697_515780
7*207  _1449  
106+41 _147
867*962_834054
590+245_835
577*0  _0     
913*470_429110
268*998_267464
55*23  _1265  
550*129_70950 
0*149  _0     
369*24 _8856  
425+507_932
288*23 _6624  
582+467_1049
13*318 _4134  
209+85 _294
940+355_1295
221+370_591
288+76 _364
617*229_141293
87+52  _139
712+53 _765
83*911 _75613 
448*5  _2240  
396+453_849
258*87 _22446 
31*690 _21390 
208+181_389
955*43 _41065 
98*700 _68600 
67+267 _334
20+562 _582
446*32 _14272 
970*504_488880
628*238_149464
973+0  _973
584*52 _30368 
41*983 _40303 
97*335 _32495 
9*779  _7011  
935+319_1254
0*498  _0     
368*434_159712
69+208 _277
59*975 _57525 
803+99 _902
79+966 _1045
747*9  _6723  
987+983_1970
78*28  _2184  
15*494 _7410  
25+802 _827
95+558 _653
990+190_1180
984+67 _1051
685+917_1602
183*215_39345 
919+865_1784
637+527_1164
863+454_1317
20*41  _820   
426*815_347190
583+932_1515
33+54  _87
127+66 _193
578+82 _660
39+65  _104
20*16  _320   
579+139_718
456+50 _506
15*511 _7665  
181+713_894
34+81  _115
38*604 _22952 
847+85 _932
140+70 _210
64*619 _39616 
913*933_851829
83+845 _928
63*553 _34839 
54*279 _15066 
257+35 _292
53*661 _35033 
41+780 _821
412+41 _453
73*812 _59276 
258+438_696
972*614_596808
704*97 _68288 
514+44 _558
440+826_1266
771+57 _828
11*245 _2695  
407+0  _407
628*881_553268
8*648  _5184  
99*708 _70092 
233*42 _9786  
715*91 _65065 
78*487 _37986 
866*456_394896
27*773 _20871 
14*720 _10080 
461*38 _17518 
187*273_51051 
24*176 _4224  
59*505 _29795 
2+856  _858
74+812 _886
77*736 _56672 
481+49 _530
994+73 _1067
703*20 _14060 
46*191 _8786  
811+224_1035
96*336 _32256 
49*536 _26264 
711*19 _13509 
838*578_484364
6*942  _5652  
54*156 _8424  
217+363_580
389+193_582
919+1  _920
160+695_855
25+66  _91
92*751 _69092 
458*963_441054
44+160 _204
624+41 _665
23+680 _703
52*17  _884   
774+627_1401
256+187_443
477+64 _541
99*697 _69003 
99*169 _16731 
177+705_882
297*444_131868
63*30  _1890  
61*72  _4392  
681*3  _2043  
122+822_944
71+438 _509
58+209 _267
192*74 _14208 
34+79  _113
4*470  _1880  
98*861 _84378 
268+87 _355
432*552_238464
81+565 _646
70*772 _54040 
631*6  _3786  
3*158  _474   
778*23 _17894 
57*810 _46170 
749*386_289114
331+36 _367
8*244  _1952  
88*509 _44792 
813+67 _880
8*787  _6296  
939+850_1789
92+659 _751
571+34 _605
174*379_65946 
93*397 _36921 
82*225 _18450 
667+417_1084
710*28 _19880 
300*86 _25800 
840+99 _939
33+81  _114
30+45  _75
8*895  _7160  
761*867_659787
833*534_444822
227+99 _326
354*77 _27258 
269*269_72361 
179*58 _10382 
52+331 _383
99+797 _896
767+34 _801
49+893 _942
415*28 _11620 
571+748_1319
378*294_111132
145+899_1044
480+192_672
8*555  _4440  
67+28  _95
459*265_121635
542+59 _601
214+710_924
389*453_176217
107+735_842
871+885_1756
788*14 _11032 
69+358 _427
626*15 _9390  
642*73 _46866 
47+792 _839
606+29 _635
51*336 _17136 
32*379 _12128 
98+420 _518
668*97 _64796 
57*982 _55974 
549*340_186660
44+979 _1023
871+10 _881
30*21  _630   
64*751 _48064 
451*744_335544
148*97 _14356 
1*860  _860   
931*81 _75411 
169+89 _258
308*81 _24948 
592*546_323232
552+661_1213
147*901_132447
929*332_308428
274*20 _5480  
865*458_396170
63+165 _228
433+4  _437
62+701 _763
776*0  _0     
43+921 _964
742+68 _810
26+471 _497
995*23 _22885 
853+452_1305
793*2  _1586  
229*104_23816 
161*213_34293 
771*555_427905
2+618  _620
277+74 _351
68*922 _62696 
502+12 _514
387+81 _468
43+749 _792
985+162_1147
271+86 _357
204+4  _208
802+52 _854
402+69 _471
7*997  _6979  
47+31  _78
38*483 _18354 
69*986 _68034 
749+33 _782
187*827_154649
878*344_302032
100*44 _4400  
807+572_1379
317+903_1220
429*560_240240
978*112_109536
322*55 _17710 
686*84 _57624 
29+516 _545
646*83 _53618 
537*663_356031
319+90 _409
359+86 _445
219*41 _8979  
377*353_133081
46*309 _14214 
162*46 _7452  
2+825  _827
882*12 _10584 
9*750  _6750  
28*371 _10388 
301*190_57190 
362+374_736
7+167  _174
719+12 _731
88*330 _29040 
212*908_192496
51+515 _566
141*382_53862 
267*56 _14952 
88+870 _958
98*869 _85162 
69+414 _483
256*108_27648 
901*74 _66674 
980*948_929040
2*505  _1010  
813*701_569913
51*26  _1326  
93+911 _1004
274*28 _7672  
63*488 _30744 
757+41 _798
122+49 _171
812+422_1234
97+777 _874
107+903_1010
44+81  _125
66+310 _376
278+410_688
169+307_476
261*372_97092 
617+7  _624
224*158_35392 
759*896_680064
57*734 _41838 
273*210_57330 
389*181_70409 
841+49 _890
450*16 _7200  
544*158_85952 
436*177_77172 
340*571_194140
229*51 _11679 
55+810 _865
23+540 _563
61*276 _16836 
89*50  _4450  
256+79 _335
824+640_1464
829*13 _10777 
431*984_424104
301+801_1102
249+434_683
630+99 _729
473+759_1232
453*640_289920
325*53 _17225 
92+694 _786
510+502_1012
26*293 _7618  
41*978 _40098 
13+542 _555
688+61 _749
527+33 _560
330+954_1284
971+517_1488
855+490_1345
950*29 _27550 
3+639  _642
50*408 _20400 
67+121 _188
28+898 _926
93*319 _29667 
666+381_1047
2*539  _1078  
211+8  _219
10*791 _7910  
64+508 _572
479*71 _34009 
21+436 _457
878+89 _967
514+470_984
40+980 _1020
52*666 _34632 
99*949 _93951 
511*739_377629
17+605 _622
607*88 _53416 
39+619 _658
555*6  _3330  
260*125_32500 
653+428_1081
589*614_361646
735*414_304290
889*72 _64008 
91*142 _12922 
383+719_1102
931+61 _992
520+92 _612
278+0  _278
849*85 _72165 
62*292 _18104 
129+576_705
96*620 _59520 
902+4  _906
492+897_1389
12+204 _216
434+888_1322
704*275_193600
270*48 _12960 
87+858 _945
932+64 _996
58*553 _32074 
989+39 _1028
16+519 _535
60*96  _5760  
78*545 _42510 
301*996_299796
590+55 _645
93+226 _319
32+14  _46
77*393 _30261 
446+48 _494
14+292 _306
838+31 _869
452+357_809
40*44  _1760  
452+708_1160
538*67 _36046 
674*76 _51224 
91*949 _86359 
940+47 _987
89*575 _51175 
640*94 _60160 
456*778_354768
49*575 _28175 
35+117 _152
980*114_111720
145+69 _214
53*544 _28832 
550+1  _551
46+718 _764
285+824_1109
763+93 _856
207*759_157113
697*122_85034 
710*93 _66030 
516+9  _525
78+238 _316
291+602_893
838*1  _838   
460*795_365700
356*689_245284
85*36  _3060  
214+31 _245
39*451 _17589 
47+177 _224
73+675 _748
781+21 _802
66*655 _43230 
884*831_734604
617*0  _0     
598+99 _697
95*762 _72390 
38+732 _770
662+870_1532
816+74 _890
188+447_635
59*36  _2124  
827+447_1274
7*498  _3486  
0*616  _0     
718+957_1675
866*4  _3464  
39*851 _33189 
402+5  _407
939+30 _969
207*49 _10143 
81*217 _17577 
683*73 _49859 
122*109_13298 
15+255 _270
19*883 _16777 
763+631_1394
496*844_418624
807*348_280836
557+246_803
267*796_212532
881+479_1360
813+53 _866
759+61 _820
437*99 _43263 
378+90 _468
69+595 _664
662+20 _682
489*266_130074
817*846_691182
803+906_1709
7*820  _5740  
580+868_1448
4*363  _1452  
75*19  _1425  
17*635 _10795 
32*158 _5056  
539+453_992
78*644 _50232 
869+48 _917
173+760_933
122*41 _5002  
108+65 _173
96*745 _71520 
271*35 _9485  
486+82 _568
118*17 _2006  
320*524_167680
251+749_1000
56+369 _425
38*387 _14706 
506+87 _593
749+9  _758
407+987_1394
576*29 _16704 
73+829 _902
660+329_989
939*623_584997
118*652_76936 
163*247_40261 
90+494 _584
238*19 _4522  
997*214_213358
19*87  _1653  
350+5  _355
4+862  _866
521+71 _592
824+7  _831
627*324_203148
61+147 _208
446*61 _27206 
392*74 _29008 
239*605_144595
292*155_45260 
46+245 _291
578+607_1185
394*108_42552 
114*3  _342   
266*86 _22876 
665+389_1054
247*672_165984
574+4  _578
854+212_1066
529+52 _581
169*28 _4732  
95*153 _14535 
486+49 _535
84*575 _48300 
12*85  _1020  
60+345 _405
1*979  _979   
496+89 _585
886+47 _933
590*2  _1180  
605+168_773
423*96 _40608 
25+556 _581
913+433_1346
716*388_277808
479*700_335300
430*365_156950
72+338 _410
49+80  _129
43*529 _22747 
753*90 _67770 
6*445  _2670  
135*45 _6075  
329*110_36190 
324+103_427
16*705 _11280 
337*64 _21568 
22+262 _284
0+615  _615
998*300_299400
63*323 _20349 
721*54 _38934 
14*393 _5502  
92+139 _231
37*64  _2368  
987+197_1184
338+0  _338
92+231 _323
80+370 _450
179*153_27387 
69*971 _66999 
747+971_1718
10+86  _96
470*281_132070
2*593  _1186  
34+91  _125
509+292_801
634+145_779
258*107_27606 
348*219_76212 
515*85 _43775 
520*2  _1040  
39+915 _954
23*907 _20861 
95+252 _347
16+202 _218
559*39 _21801 
626+442_1068
856*55 _47080 
723+49 _772
745+204_949
54*453 _24462 
22+520 _542
99+328 _427
314*80 _25120 
283+808_1091
143*27 _3861  
786+77 _863
198*365_72270 
164+318_482
8+202  _210
752*704_529408
883*44 _38852 
602+160_762
4*535  _2140  
35+691 _726
416+379_795
329+54 _383
90*410 _36900 
9+835  _844
54*866 _46764 
66+271 _337
643+159_802
88*734 _64592 
93*129 _11997 
66+137 _203
880*226_198880
21*813 _17073 
201*40 _8040  
62+793 _855
245+259_504
588*635_373380
469*810_379890
189+136_325
701+45 _746
15*53  _795   
890+26 _916
58+970 _1028
969*79 _76551 
200+49 _249
947*345_326715
137+224_361
89+123 _212
421+581_1002
71*969 _68799 
400*11 _4400  
752+857_1609
93*890 _82770 
187*29 _5423  
98*813 _79674 
9+500  _509
478+8  _486
96+341 _437
94*335 _31490 
15*355 _5325  
308+687_995
62*769 _47678 
176*91 _16016 
669+14 _683
55+227 _282
11+776 _787
9*642  _5778  
1*665  _665   
135*852_115020
949+318_1267
491+38 _529
85+132 _217
277+782_1059
382*401_153182
216*424_91584 
52*267 _13884 
881+191_1072
62*114 _7068  
430+94 _524
16*540 _8640  
256+868_1124
217*739_160363
455+892_1347
0+184  _184
3+719  _722
85*159 _13515 
99+905 _1004
842+98 _940
73*89  _6497  
7*975  _6825  
29+690 _719
383+524_907
52+908 _960
502+96 _598
882*5  _4410  
3+359  _362
738*467_344646
3*184  _552   
214+52 _266
1*738  _738   
20*819 _16380 
480*536_257280
35*712 _24920 
586+2  _588
42*277 _11634 
872*18 _15696 
919+46 _965
484+812_1296
797*63 _50211 
62*178 _11036 
29*434 _12586 
991*546_541086
797+28 _825
594+27 _621
303*470_142410
401+8  _409
57+11  _68
6*241  _1446  
36+912 _948
603*4  _2412  
300*17 _5100  
590*17 _10030 
387*3  _1161  
80*681 _54480 
57*399 _22743 
275*92 _25300 
77*67  _5159  
349*50 _17450 
395+5  _400
327+49 _376
756*10 _7560  
42*96  _4032  
84*454 _38136 
98*84  _8232  
58+461 _519
684+75 _759
364+635_999
673+68 _741
75*555 _41625 
883+95 _978
706*72 _50832 
24+84  _108
476+703_1179
354*69 _24426 
989*789_780321
301*33 _9933  
679*30 _20370 
21*197 _4137  
409+648_1057
195+385_580
2*691  _1382  
629+715_1344
791*50 _39550 
745+32 _777
222+26 _248
47+857 _904
326*612_199512
18+791 _809
9+453  _462
123+501_624
81*420 _34020 
837*680_569160
445+42 _487
905+611_1516
31*158 _4898  
66*117 _7722  
58+813 _871
67*574 _38458 
2*203  _406   
41+777 _818
12+17  _29
198+434_632
497*2  _994   
239+26 _265
917*43 _39431 
90+842 _932
773*124_95852 
44*251 _11044 
2+464  _466
573+476_1049
4+301  _305
111*246_27306 
365+95 _460
89+742 _831
396+45 _441
901*73 _65773 
908+10 _918
603*809_487827
80*411 _32880 
21*235 _4935  
355*47 _16685 
211*4  _844   
259*19 _4921  
921+90 _1011
93+446 _539
78+872 _950
621+27 _648
15*697 _10455 
2*999  _1998  
176*108_19008 
4+856  _860
411+497_908
318+959_1277
675+15 _690
992+29 _1021
236+947_1183
38+348 _386
605+1  _606
847+96 _943
571+894_1465
68+995 _1063
55+925 _980
1+419  _420
550+127_677
23*792 _18216 
678+67 _745
5*160  _800   
68+26  _94
83+212 _295
944*79 _74576 
497+782_1279
689*189_130221
54*580 _31320 
15*715 _10725 
999+158_1157
326*411_133986
28*384 _10752 
821*9  _7389  
362+74 _436
90*806 _72540 
93*762 _70866 
51+13  _64
60+549 _609
99+730 _829
38*386 _14668 
480+64 _544
354+95 _449
436*19 _8284  
169+882_1051
79+202 _281
824+83 _907
168+7  _175
18+994 _1012
788+61 _849
875+73 _948
286+740_1026
397*29 _11513 
98+890 _988
182+760_942
834+784_1618
4+521  _525
529*95 _50255 
498+23 _521
122+27 _149
350+298_648
840*87 _73080 
625+813_1438
38*753 _28614 
96+401 _497
431*571_246101
255*46 _11730 
997*397_395809
834+38 _872
31+81  _112
89*615 _54735 
345*540_186300
934+38 _972
73+807 _880
775*40 _31000 
80+242 _322
135*896_120960
37+96  _133
813*59 _47967 
760+29 _789
25+197 _222
556+363_919
349*366_127734
455+74 _529
25+81  _106
914+849_1763
842*6  _5052  
16*753 _12048 
55*55  _3025  
37*682 _25234 
580+4  _584
159*498_79182 
628*597_374916
36*791 _28476 
32*362 _11584 
748+86 _834
25+808 _833
396*245_97020 
941+973_1914
97*168 _16296 
57*402 _22914 
195*80 _15600 
221+98 _319
349+132_481
65*210 _13650 
271+776_1047
556+851_1407
157+45 _202
93+19  _112
138+475_613
374*5  _1870  
79*216 _17064 
731+956_1687
867+200_1067
726+3  _729
882*870_767340
610*868_529480
981*32 _31392 
78*812 _63336 
912*926_844512
667+29 _696
67+134 _201
648*547_354456
23+138 _161
859*4  _3436  
511+148_659
84*783 _65772 
248*623_154504
282*97 _27354 
991+818_1809
343+28 _371
237*292_69204 
541*8  _4328  
855+730_1585
10*924 _9240  
792+74 _866
730*133_97090 
578+339_917
848*853_723344
48*458 _21984 
821*647_531187
639*497_317583
12+121 _133
414*81 _33534 
107+12 _119
7*992  _6944  
296+86 _382
81*369 _29889 
705*176_124080
842+41 _883
120+0  _120
266*433_115178
852+568_1420
83+258 _341
12+701 _713
379+230_609
1+610  _611
764+440_1204
761*598_455078
559*5  _2795  
56+908 _964
112+9  _121
554+589_1143
81+137 _218
841*21 _17661 
61*570 _34770 
604*66 _39864 
316+482_798
960*8  _7680  
395*65 _25675 
875*506_442750
75+108 _183
557+881_1438
413*183_75579 
87*936 _81432 
2*987  _1974  
630*868_546840
43+800 _843
839*244_204716
853+891_1744
544+934_1478
180+14 _194
961*37 _35557 
588*80 _47040 
683*597_407751
527+880_1407
29*593 _17197 
801+91 _892
64*396 _25344 
23+147 _170
40*42  _1680  
538*4  _2152  
44+955 _999
540*3  _1620  
40+611 _651
53*703 _37259 
761+38 _799
680+27 _707
98*71  _6958  
690+37 _727
65*508 _33020 
346+13 _359
483+385_868
78*201 _15678 
230+94 _324
17+137 _154
378+928_1306
34*882 _29988 
39*607 _23673 
561+27 _588
885*76 _67260 
633*1  _633   
34*239 _8126  
504+106_610
583*20 _11660 
918+411_1329
202+70 _272
368*421_154928
628+648_1276
361+929_1290
641+48 _689
92*132 _12144 
62*653 _40486 
35*401 _14035 
50+82  _132
898+944_1842
774*274_212076
400*3  _1200  
256+10 _266
45*720 _32400 
79*58  _4582  
113*23 _2599  
384+287_671
64+348 _412
12*326 _3912  
679+709_1388
647+16 _663
24+826 _850
38*948 _36024 
514*594_305316
830*381_316230
117*324_37908 
305*741_226005
89*836 _74404 
42*98  _4116  
106+31 _137
842+4  _846
695*19 _13205 
840+114_954
991*620_614420
720*937_674640
632+85 _717
379+48 _427
55*630 _34650 
267+548_815
652+837_1489
93+556 _649
89+56  _145
507+334_841
640+51 _691
109*32 _3488  
7*575  _4025  
57+248 _305
63+47  _110
549*71 _38979 
34*55  _1870  
62+893 _955
644+12 _656
41+995 _1036
