505*1  _505   
81*11  _891   
260*431_112060
40*902 _36080 
47*640 _30080 
857*127_108839
11*338 _3718  
3*385  _1155  
746*518_386428
864*44 _38016 
3*752  _2256  
999*32 _31968 
54*903 _48762 
546*742_405132
765*50 _38250 
517*14 _7238  
621*205_127305
122*3  _366   
42*363 _15246 
16*669 _10704 
95*548 _52060 
684*885_605340
67*625 _41875 
96*335 _32160 
168*37 _6216  
78*700 _54600 
424*71 _30104 
2*808  _1616  
79*975 _77025 
265*74 _19610 
761*642_488562
29*804 _23316 
46*105 _4830  
423*91 _38493 
886*55 _48730 
760*692_525920
41*227 _9307  
75*30  _2250  
449*63 _28287 
198*586_116028
47*199 _9353  
329*992_326368
865*87 _75255 
686*80 _54880 
895*3  _2685  
616*6  _3696  
893*6  _5358  
11*566 _6226  
454*691_313714
81*280 _22680 
8*875  _7000  
114*462_52668 
63*913 _57519 
272*96 _26112 
21*715 _15015 
64*981 _62784 
7*892  _6244  
70*768 _53760 
632*686_433552
70*850 _59500 
57*930 _53010 
5*678  _3390  
210*6  _1260  
94*232 _21808 
97*890 _86330 
229*97 _22213 
376*7  _2632  
10*14  _140   
388*86 _33368 
375*5  _1875  
531*97 _51507 
616*17 _10472 
565*442_249730
3*453  _1359  
88*187 _16456 
94*44  _4136  
318*5  _1590  
1*302  _302   
55*54  _2970  
33*338 _11154 
5*891  _4455  
958*192_183936
78*888 _69264 
86*485 _41710 
234*602_140868
2*312  _624   
96*10  _960   
523*280_146440
43*572 _24596 
836*72 _60192 
242*783_189486
765*970_742050
6*470  _2820  
470*80 _37600 
814*103_83842 
11*73  _803   
58*489 _28362 
3*400  _1200  
958*617_591086
66*802 _52932 
76*367 _27892 
55*197 _10835 
65*389 _25285 
2*235  _470   
437*828_361836
609*33 _20097 
200*478_95600 
679*83 _56357 
18*216 _3888  
64*31  _1984  
714*2  _1428  
589*15 _8835  
88*152 _13376 
39*23  _897   
319*85 _27115 
9*772  _6948  
865*624_539760
892*250_223000
28*246 _6888  
76*325 _24700 
303*2  _606   
19*496 _9424  
546*609_332514
47*837 _39339 
90*846 _76140 
969*682_660858
6*332  _1992  
472*35 _16520 
23*737 _16951 
26*73  _1898  
848*351_297648
127*39 _4953  
7*864  _6048  
75*129 _9675  
56*903 _50568 
222*86 _19092 
191*67 _12797 
85*322 _27370 
11*21  _231   
63*18  _1134  
49*607 _29743 
1*603  _603   
401*55 _22055 
293*5  _1465  
614*476_292264
981*398_390438
40*381 _15240 
334*392_130928
338*714_241332
48*623 _29904 
443*186_82398 
3*771  _2313  
438*478_209364
333*42 _13986 
44*297 _13068 
224*99 _22176 
876*53 _46428 
668*42 _28056 
52*16  _832   
842*48 _40416 
33*12  _396   
526*51 _26826 
426*250_106500
810*811_656910
3*192  _576   
7*832  _5824  
64*790 _50560 
691*2  _1382  
472*863_407336
91*646 _58786 
83*490 _40670 
882*30 _26460 
550*18 _9900  
723*7  _5061  
953*45 _42885 
379*933_353607
77*293 _22561 
463*2  _926   
55*105 _5775  
717*86 _61662 
8*188  _1504  
3*918  _2754  
4*117  _468   
84*210 _17640 
258*7  _1806  
58*700 _40600 
171*4  _684   
464*81 _37584 
742*9  _6678  
305*82 _25010 
498*19 _9462  
555*692_384060
637*62 _39494 
94*626 _58844 
5*907  _4535  
92*748 _68816 
48*473 _22704 
994*228_226632
5*996  _4980  
578*84 _48552 
88*367 _32296 
105*437_45885 
288*0  _0     
37*668 _24716 
14*325 _4550  
9*583  _5247  
71*248 _17608 
20*255 _5100  
133*280_37240 
85*228 _19380 
887*861_763707
541*3  _1623  
359*423_151857
13*382 _4966  
818*49 _40082 
123*643_79089 
568*51 _28968 
500*6  _3000  
46*976 _44896 
939*12 _11268 
632*798_504336
518*501_259518
59*503 _29677 
596*502_299192
169*7  _1183  
18*917 _16506 
56*526 _29456 
816*42 _34272 
791*801_633591
52*62  _3224  
50*985 _49250 
99*187 _18513 
79*513 _40527 
510*55 _28050 
955*556_530980
201*198_39798 
68*491 _33388 
868*339_294252
649*904_586696
437*92 _40204 
52*27  _1404  
802*543_435486
699*0  _0     
50*331 _16550 
387*41 _15867 
785*36 _28260 
49*399 _19551 
332*471_156372
483*1  _483   
27*72  _1944  
955*707_675185
414*829_343206
191*2  _382   
433*951_411783
2*392  _784   
92*87  _8004  
68*205 _13940 
194*113_21922 
35*75  _2625  
574*42 _24108 
969*668_647292
533*89 _47437 
465*50 _23250 
712*63 _44856 
629*16 _10064 
707*131_92617 
388*8  _3104  
85*595 _50575 
588*951_559188
820*3  _2460  
336*997_334992
431*33 _14223 
546*582_317772
293*4  _1172  
679*8  _5432  
627*18 _11286 
65*233 _15145 
596*477_284292
335*920_308200
50*75  _3750  
296*21 _6216  
287*816_234192
323*41 _13243 
76*430 _32680 
502*618_310236
879*6  _5274  
14*695 _9730  
97*205 _19885 
947*87 _82389 
848*99 _83952 
549*661_362889
552*774_427248
973*525_510825
492*564_277488
747*60 _44820 
479*47 _22513 
382*105_40110 
581*209_121429
4*630  _2520  
780*32 _24960 
50*766 _38300 
819*65 _53235 
926*319_295394
623*845_526435
891*506_450846
195*928_180960
59*775 _45725 
843*154_129822
26*26  _676   
2*435  _870   
957*4  _3828  
415*62 _25730 
921*543_500103
197*8  _1576  
77*493 _37961 
392*47 _18424 
64*891 _57024 
45*713 _32085 
83*796 _66068 
175*85 _14875 
730*378_275940
3*339  _1017  
76*333 _25308 
886*86 _76196 
632*559_353288
526*74 _38924 
207*232_48024 
352*292_102784
794*902_716188
56*893 _50008 
258*638_164604
945*21 _19845 
696*0  _0     
361*271_97831 
55*93  _5115  
3*136  _408   
698*30 _20940 
28*113 _3164  
976*506_493856
323*195_62985 
0*519  _0     
954*34 _32436 
397*56 _22232 
0*329  _0     
601*6  _3606  
86*42  _3612  
463*721_333823
64*278 _17792 
55*279 _15345 
13*167 _2171  
597*815_486555
740*38 _28120 
817*876_715692
1*753  _753   
9*167  _1503  
935*138_129030
829*882_731178
7*725  _5075  
471*267_125757
28*12  _336   
875*32 _28000 
404*74 _29896 
888*291_258408
200*154_30800 
75*708 _53100 
516*3  _1548  
548*721_395108
58*19  _1102  
46*44  _2024  
1*965  _965   
53*146 _7738  
51*873 _44523 
93*53  _4929  
276*1  _276   
533*648_345384
73*920 _67160 
764*33 _25212 
667*101_67367 
429*24 _10296 
638*7  _4466  
73*36  _2628  
818*697_570146
28*770 _21560 
856*41 _35096 
74*497 _36778 
925*4  _3700  
495*20 _9900  
598*0  _0     
64*374 _23936 
246*687_169002
393*655_257415
553*953_527009
78*284 _22152 
960*464_445440
684*275_188100
930*824_766320
800*8  _6400  
9*497  _4473  
321*8  _2568  
551*485_267235
46*957 _44022 
945*66 _62370 
275*15 _4125  
44*768 _33792 
230*469_107870
97*605 _58685 
228*69 _15732 
56*44  _2464  
25*971 _24275 
13*354 _4602  
93*40  _3720  
399*449_179151
96*43  _4128  
539*395_212905
950*4  _3800  
953*47 _44791 
201*5  _1005  
411*40 _16440 
960*59 _56640 
47*647 _30409 
547*9  _4923  
88*578 _50864 
60*441 _26460 
819*37 _30303 
15*802 _12030 
334*724_241816
70*567 _39690 
93*181 _16833 
34*335 _11390 
61*725 _44225 
66*590 _38940 
89*69  _6141  
7*821  _5747  
47*81  _3807  
170*52 _8840  
659*928_611552
352*5  _1760  
870*56 _48720 
399*60 _23940 
58*444 _25752 
30*942 _28260 
889*2  _1778  
28*95  _2660  
17*376 _6392  
998*74 _73852 
71*510 _36210 
566*0  _0     
415*428_177620
609*391_238119
594*2  _1188  
39*84  _3276  
54*86  _4644  
82*442 _36244 
99*695 _68805 
913*410_374330
941*18 _16938 
5*920  _4600  
291*227_66057 
87*90  _7830  
31*181 _5611  
119*2  _238   
385*88 _33880 
762*8  _6096  
574*80 _45920 
379*292_110668
3*573  _1719  
37*231 _8547  
64*739 _47296 
187*54 _10098 
627*742_465234
165*59 _9735  
91*586 _53326 
78*60  _4680  
871*89 _77519 
64*70  _4480  
806*461_371566
235*68 _15980 
409*39 _15951 
222*94 _20868 
33*198 _6534  
52*208 _10816 
191*8  _1528  
692*697_482324
128*84 _10752 
213*75 _15975 
75*410 _30750 
860*394_338840
462*909_419958
137*431_59047 
95*84  _7980  
515*18 _9270  
516*9  _4644  
62*732 _45384 
177*844_149388
29*266 _7714  
479*1  _479   
369*702_259038
92*208 _19136 
752*82 _61664 
29*677 _19633 
651*974_634074
161*37 _5957  
5*982  _4910  
22*15  _330   
801*9  _7209  
3*440  _1320  
7*296  _2072  
96*260 _24960 
56*82  _4592  
4*668  _2672  
677*199_134723
66*561 _37026 
79*498 _39342 
306*40 _12240 
277*917_254009
72*876 _63072 
481*913_439153
251*66 _16566 
689*17 _11713 
38*631 _23978 
528*24 _12672 
510*135_68850 
3*689  _2067  
292*17 _4964  
55*946 _52030 
6*221  _1326  
747*1  _747   
84*997 _83748 
386*66 _25476 
72*758 _54576 
472*694_327568
898*53 _47594 
171*53 _9063  
9*113  _1017  
62*273 _16926 
70*524 _36680 
325*19 _6175  
186*917_170562
645*30 _19350 
99*550 _54450 
389*2  _778   
460*62 _28520 
749*215_161035
8*114  _912   
74*762 _56388 
86*28  _2408  
51*827 _42177 
21*996 _20916 
7*496  _3472  
18*24  _432   
25*610 _15250 
721*442_318682
794*10 _7940  
868*596_517328
892*28 _24976 
603*63 _37989 
51*191 _9741  
518*617_319606
41*917 _37597 
146*770_112420
44*80  _3520  
350*688_240800
462*7  _3234  
245*84 _20580 
94*643 _60442 
90*265 _23850 
655*302_197810
222*53 _11766 
735*883_649005
395*20 _7900  
53*809 _42877 
582*119_69258 
599*7  _4193  
129*74 _9546  
290*83 _24070 
5*940  _4700  
980*981_961380
1*874  _874   
8*449  _3592  
603*190_114570
60*28  _1680  
3*142  _426   
18*891 _16038 
92*258 _23736 
553*840_464520
51*50  _2550  
97*915 _88755 
715*493_352495
658*863_567854
536*63 _33768 
83*636 _52788 
21*48  _1008  
85*489 _41565 
566*4  _2264  
381*901_343281
4*339  _1356  
986*96 _94656 
6*553  _3318  
11*903 _9933  
728*536_390208
835*76 _63460 
95*859 _81605 
97*68  _6596  
269*18 _4842  
57*25  _1425  
285*865_246525
438*8  _3504  
696*39 _27144 
903*75 _67725 
713*4  _2852  
365*77 _28105 
90*722 _64980 
56*549 _30744 
41*138 _5658  
41*877 _35957 
619*794_491486
317*18 _5706  
84*326 _27384 
261*354_92394 
46*69  _3174  
436*667_290812
513*824_422712
642*69 _44298 
744*22 _16368 
89*494 _43966 
160*298_47680 
345*3  _1035  
240*68 _16320 
805*5  _4025  
46*841 _38686 
660*133_87780 
4*798  _3192  
0*232  _0     
12*719 _8628  
517*4  _2068  
180*57 _10260 
765*11 _8415  
347*94 _32618 
95*170 _16150 
443*376_166568
9*139  _1251  
230*556_127880
653*428_279484
6*460  _2760  
96*181 _17376 
179*848_151792
438*30 _13140 
802*80 _64160 
916*3  _2748  
926*62 _57412 
299*49 _14651 
810*21 _17010 
645*85 _54825 
32*55  _1760  
866*682_590612
12*750 _9000  
38*473 _17974 
579*94 _54426 
481*5  _2405  
342*29 _9918  
596*71 _42316 
74*147 _10878 
93*307 _28551 
947*3  _2841  
104*42 _4368  
390*0  _0     
85*147 _12495 
916*21 _19236 
403*638_257114
90*73  _6570  
109*915_99735 
69*286 _19734 
82*241 _19762 
350*45 _15750 
111*248_27528 
267*865_230955
27*428 _11556 
247*2  _494   
968*30 _29040 
8*707  _5656  
609*795_484155
810*907_734670
75*43  _3225  
438*0  _0     
504*46 _23184 
959*6  _5754  
17*610 _10370 
512*562_287744
561*500_280500
742*93 _69006 
265*389_103085
168*75 _12600 
53*509 _26977 
1*114  _114   
566*60 _33960 
7*447  _3129  
613*719_440747
467*3  _1401  
64*39  _2496  
51*129 _6579  
9*646  _5814  
351*40 _14040 
72*220 _15840 
636*361_229596
66*984 _64944 
324*563_182412
162*911_147582
20*877 _17540 
982*8  _7856  
438*783_342954
18*708 _12744 
37*689 _25493 
733*723_529959
245*616_150920
428*25 _10700 
3*259  _777   
637*14 _8918  
1*527  _527   
225*54 _12150 
316*58 _18328 
26*887 _23062 
544*240_130560
1*651  _651   
8*506  _4048  
7*236  _1652  
93*718 _66774 
463*375_173625
94*744 _69936 
66*99  _6534  
753*17 _12801 
12*981 _11772 
81*92  _7452  
551*58 _31958 
5*952  _4760  
84*860 _72240 
2*279  _558   
47*716 _33652 
73*890 _64970 
461*663_305643
57*762 _43434 
86*145 _12470 
56*773 _43288 
85*733 _62305 
607*76 _46132 
396*65 _25740 
4*902  _3608  
83*459 _38097 
5*411  _2055  
777*7  _5439  
570*19 _10830 
60*219 _13140 
260*839_218140
21*30  _630   
20*99  _1980  
138*40 _5520  
78*95  _7410  
3*873  _2619  
86*175 _15050 
5*546  _2730  
709*3  _2127  
14*576 _8064  
176*39 _6864  
55*86  _4730  
30*163 _4890  
867*101_87567 
717*34 _24378 
70*864 _60480 
93*65  _6045  
183*610_111630
22*497 _10934 
340*487_165580
164*40 _6560  
616*7  _4312  
331*68 _22508 
765*905_692325
517*8  _4136  
101*200_20200 
235*85 _19975 
476*36 _17136 
47*115 _5405  
287*560_160720
684*72 _49248 
548*138_75624 
72*468 _33696 
79*233 _18407 
367*49 _17983 
55*100 _5500  
915*36 _32940 
75*20  _1500  
982*408_400656
550*32 _17600 
820*878_719960
639*90 _57510 
651*203_132153
40*726 _29040 
318*77 _24486 
118*15 _1770  
85*301 _25585 
17*460 _7820  
876*252_220752
335*435_145725
929*0  _0     
22*942 _20724 
24*783 _18792 
916*839_768524
794*943_748742
894*8  _7152  
970*660_640200
43*53  _2279  
341*657_224037
414*55 _22770 
867*89 _77163 
74*118 _8732  
147*6  _882   
349*33 _11517 
934*670_625780
879*55 _48345 
24*80  _1920  
467*151_70517 
18*419 _7542  
344*87 _29928 
84*133 _11172 
50*801 _40050 
0*579  _0     
966*4  _3864  
506*7  _3542  
440*728_320320
327*28 _9156  
819*914_748566
257*5  _1285  
71*517 _36707 
35*454 _15890 
978*670_655260
578*181_104618
2*217  _434   
308*76 _23408 
253*0  _0     
331*35 _11585 
8*848  _6784  
237*497_117789
12*177 _2124  
17*910 _15470 
507*88 _44616 
829*75 _62175 
453*677_306681
591*692_408972
51*133 _6783  
144*461_66384 
75*45  _3375  
618*8  _4944  
666*6  _3996  
25*355 _8875  
96*384 _36864 
997*37 _36889 
580*89 _51620 
99*42  _4158  
65*37  _2405  
1*514  _514   
67*745 _49915 
55*132 _7260  
908*11 _9988  
125*29 _3625  
6*279  _1674  
118*886_104548
38*534 _20292 
976*917_894992
375*39 _14625 
93*656 _61008 
70*561 _39270 
838*106_88828 
807*371_299397
82*456 _37392 
871*569_495599
689*157_108173
61*276 _16836 
886*641_567926
416*74 _30784 
6*248  _1488  
824*13 _10712 
270*70 _18900 
505*882_445410
68*82  _5576  
42*163 _6846  
28*94  _2632  
865*90 _77850 
296*14 _4144  
165*601_99165 
991*18 _17838 
93*24  _2232  
6*404  _2424  
805*403_324415
806*175_141050
570*82 _46740 
286*173_49478 
956*71 _67876 
132*1  _132   
41*305 _12505 
927*91 _84357 
275*790_217250
3*544  _1632  
517*78 _40326 
6*608  _3648  
52*662 _34424 
62*65  _4030  
85*624 _53040 
117*660_77220 
389*83 _32287 
542*903_489426
94*831 _78114 
635*6  _3810  
73*759 _55407 
117*5  _585   
28*367 _10276 
888*67 _59496 
479*173_82867 
32*372 _11904 
162*782_126684
585*5  _2925  
4*792  _3168  
897*26 _23322 
547*348_190356
862*878_756836
562*77 _43274 
54*320 _17280 
11*824 _9064  
38*730 _27740 
309*273_84357 
755*6  _4530  
18*536 _9648  
520*53 _27560 
392*15 _5880  
15*858 _12870 
889*18 _16002 
76*803 _61028 
923*577_532571
81*35  _2835  
43*463 _19909 
1*402  _402   
64*649 _41536 
8*111  _888   
504*54 _27216 
635*79 _50165 
506*4  _2024  
232*363_84216 
549*49 _26901 
85*966 _82110 
57*98  _5586  
883*736_649888
375*1  _375   
274*62 _16988 
617*588_362796
81*86  _6966  
26*370 _9620  
197*0  _0     
0*680  _0     
32*696 _22272 
505*30 _15150 
51*104 _5304  
43*974 _41882 
3*769  _2307  
93*900 _83700 
131*0  _0     
3*602  _1806  
151*107_16157 
57*99  _5643  
930*87 _80910 
781*7  _5467  
608*3  _1824  
24*865 _20760 
82*23  _1886  
1*451  _451   
3*550  _1650  
349*354_123546
569*9  _5121  
97*846 _82062 
713*288_205344
152*57 _8664  
965*89 _85885 
41*74  _3034  
580*381_220980
27*494 _13338 
19*815 _15485 
29*28  _812   
8*200  _1600  
300*92 _27600 
469*447_209643
781*5  _3905  
436*360_156960
764*689_526396
71*89  _6319  
890*667_593630
383*41 _15703 
4*832  _3328  
74*174 _12876 
890*6  _5340  
396*6  _2376  
52*56  _2912  
881*905_797305
26*457 _11882 
460*675_310500
830*9  _7470  
819*654_535626
143*11 _1573  
8*522  _4176  
556*114_63384 
0*889  _0     
7*413  _2891  
1*380  _380   
273*466_127218
386*122_47092 
86*771 _66306 
826*79 _65254 
875*926_810250
12*99  _1188  
376*84 _31584 
0*832  _0     
753*95 _71535 
607*334_202738
77*540 _41580 
67*350 _23450 
542*5  _2710  
774*16 _12384 
646*478_308788
3*123  _369   
8*498  _3984  
889*46 _40894 
400*85 _34000 
118*593_69974 
29*34  _986   
47*351 _16497 
725*6  _4350  
92*929 _85468 
385*459_176715
638*63 _40194 
77*14  _1078  
114*73 _8322  
976*51 _49776 
7*552  _3864  
664*121_80344 
589*69 _40641 
48*49  _2352  
896*783_701568
289*597_172533
378*67 _25326 
19*538 _10222 
0*860  _0     
723*827_597921
881*24 _21144 
123*61 _7503  
85*636 _54060 
158*48 _7584  
96*63  _6048  
89*894 _79566 
782*46 _35972 
827*95 _78565 
534*19 _10146 
163*871_141973
406*68 _27608 
65*555 _36075 
78*301 _23478 
90*124 _11160 
577*52 _30004 
70*558 _39060 
386*420_162120
81*576 _46656 
32*363 _11616 
426*33 _14058 
8*753  _6024  
832*18 _14976 
132*36 _4752  
1*460  _460   
810*84 _68040 
77*898 _69146 
929*404_375316
4*353  _1412  
589*73 _42997 
6*653  _3918  
196*9  _1764  
40*11  _440   
282*102_28764 
6*309  _1854  
268*80 _21440 
819*93 _76167 
1*427  _427   
626*36 _22536 
20*67  _1340  
640*155_99200 
333*68 _22644 
651*42 _27342 
137*34 _4658  
66*173 _11418 
393*76 _29868 
403*774_311922
825*752_620400
68*675 _45900 
612*36 _22032 
61*14  _854   
702*70 _49140 
858*892_765336
35*130 _4550  
625*210_131250
63*427 _26901 
981*101_99081 
12*898 _10776 
200*3  _600   
497*743_369271
75*380 _28500 
613*38 _23294 
68*715 _48620 
1*198  _198   
651*37 _24087 
86*605 _52030 
90*279 _25110 
221*70 _15470 
67*834 _55878 
67*271 _18157 
856*84 _71904 
361*409_147649
7*529  _3703  
667*98 _65366 
110*23 _2530  
66*972 _64152 
939*76 _71364 
31*51  _1581  
94*441 _41454 
779*7  _5453  
98*627 _61446 
691*79 _54589 
54*403 _21762 
416*90 _37440 
5*778  _3890  
77*872 _67144 
326*9  _2934  
2*415  _830   
588*668_392784
849*278_236022
569*3  _1707  
202*930_187860
76*833 _63308 
41*593 _24313 
596*31 _18476 
46*983 _45218 
21*748 _15708 
0*916  _0     
218*83 _18094 
57*38  _2166  
962*720_692640
519*93 _48267 
53*481 _25493 
461*592_272912
877*781_684937
122*82 _10004 
95*82  _7790  
97*99  _9603  
54*113 _6102  
448*626_280448
40*160 _6400  
858*42 _36036 
334*889_296926
450*637_286650
6*126  _756   
39*297 _11583 
282*0  _0     
52*347 _18044 
51*705 _35955 
47*903 _42441 
138*3  _414   
73*552 _40296 
35*90  _3150  
237*62 _14694 
580*60 _34800 
8*645  _5160  
9*848  _7632  
31*149 _4619  
150*464_69600 
715*37 _26455 
394*55 _21670 
282*7  _1974  
922*623_574406
17*49  _833   
800*349_279200
8*810  _6480  
68*63  _4284  
96*492 _47232 
801*957_766557
403*535_215605
876*100_87600 
886*13 _11518 
254*50 _12700 
21*55  _1155  
80*544 _43520 
38*130 _4940  
934*20 _18680 
770*720_554400
962*46 _44252 
58*278 _16124 
515*616_317240
17*287 _4879  
87*536 _46632 
505*143_72215 
33*920 _30360 
79*672 _53088 
41*173 _7093  
4*992  _3968  
910*850_773500
664*42 _27888 
328*5  _1640  
43*254 _10922 
393*170_66810 
876*7  _6132  
121*54 _6534  
951*854_812154
25*980 _24500 
842*33 _27786 
13*335 _4355  
86*41  _3526  
40*46  _1840  
15*792 _11880 
99*439 _43461 
630*111_69930 
90*598 _53820 
849*37 _31413 
809*50 _40450 
222*681_151182
586*904_529744
262*57 _14934 
250*295_73750 
38*198 _7524  
66*416 _27456 
682*197_134354
48*394 _18912 
38*103 _3914  
747*426_318222
67*483 _32361 
78*15  _1170  
88*27  _2376  
758*643_487394
1*477  _477   
8*313  _2504  
20*117 _2340  
213*43 _9159  
309*61 _18849 
5*793  _3965  
735*5  _3675  
189*4  _756   
295*298_87910 
68*716 _48688 
5*103  _515   
53*10  _530   
91*760 _69160 
51*588 _29988 
60*771 _46260 
55*963 _52965 
67*125 _8375  
865*93 _80445 
876*0  _0     
87*884 _76908 
831*1  _831   
401*849_340449
292*47 _13724 
16*141 _2256  
222*695_154290
82*586 _48052 
167*56 _9352  
41*117 _4797  
992*265_262880
259*914_236726
6*997  _5982  
992*71 _70432 
53*831 _44043 
358*689_246662
862*58 _49996 
469*75 _35175 
729*129_94041 
82*25  _2050  
386*540_208440
2*815  _1630  
2*809  _1618  
130*48 _6240  
310*808_250480
634*64 _40576 
60*271 _16260 
10*483 _4830  
64*389 _24896 
23*58  _1334  
912*14 _12768 
183*63 _11529 
7*177  _1239  
673*85 _57205 
5*235  _1175  
54*422 _22788 
906*25 _22650 
920*8  _7360  
332*12 _3984  
89*111 _9879  
355*4  _1420  
64*234 _14976 
857*482_413074
637*514_327418
37*587 _21719 
3*804  _2412  
155*7  _1085  
988*38 _37544 
96*78  _7488  
151*8  _1208  
92*537 _49404 
213*81 _17253 
22*603 _13266 
754*14 _10556 
28*357 _9996  
39*979 _38181 
857*124_106268
399*8  _3192  
23*221 _5083  
582*669_389358
11*443 _4873  
739*60 _44340 
413*33 _13629 
2*152  _304   
346*812_280952
101*220_22220 
96*973 _93408 
525*16 _8400  
372*21 _7812  
212*911_193132
2*731  _1462  
751*260_195260
37*141 _5217  
27*985 _26595 
752*308_231616
60*317 _19020 
754*673_507442
6*658  _3948  
85*919 _78115 
969*4  _3876  
35*107 _3745  
94*724 _68056 
400*813_325200
49*747 _36603 
538*63 _33894 
617*32 _19744 
286*806_230516
51*318 _16218 
13*48  _624   
284*866_245944
69*38  _2622  
867*190_164730
460*448_206080
