32-0   _32  
761-57 _704 
83-317 _-234
48-828 _-780
4-736  _-732
438-84 _354 
331-18 _313 
47-460 _-413
9-816  _-807
905-69 _836 
112-447_-335
628-790_-162
891-481_410 
51-366 _-315
169-940_-771
439-19 _420 
24-558 _-534
91-82  _9   
43-516 _-473
605-333_272 
78-264 _-186
423-42 _381 
565-6  _559 
2-248  _-246
894-1  _893 
698-194_504 
267-597_-330
248-36 _212 
571-17 _554 
80-83  _-3  
203-6  _197 
816-291_525 
259-98 _161 
154-324_-170
968-84 _884 
889-32 _857 
640-72 _568 
107-15 _92  
68-175 _-107
39-78  _-39 
55-850 _-795
48-78  _-30 
20-12  _8   
18-263 _-245
78-46  _32  
208-728_-520
546-82 _464 
32-85  _-53 
539-39 _500 
7-388  _-381
501-7  _494 
136-291_-155
667-83 _584 
554-602_-48 
78-443 _-365
427-16 _411 
743-54 _689 
39-363 _-324
255-43 _212 
374-435_-61 
70-873 _-803
23-641 _-618
727-91 _636 
6-860  _-854
760-1  _759 
88-42  _46  
24-382 _-358
705-59 _646 
551-28 _523 
175-13 _162 
307-56 _251 
900-23 _877 
4-579  _-575
658-459_199 
384-17 _367 
217-72 _145 
96-633 _-537
28-66  _-38 
94-450 _-356
836-333_503 
160-389_-229
398-967_-569
72-354 _-282
395-474_-79 
470-53 _417 
732-635_97  
963-33 _930 
34-345 _-311
337-37 _300 
80-478 _-398
391-14 _377 
464-786_-322
7-594  _-587
906-52 _854 
904-591_313 
558-2  _556 
805-75 _730 
548-987_-439
91-663 _-572
824-38 _786 
237-87 _150 
19-691 _-672
398-0  _398 
91-501 _-410
519-87 _432 
357-6  _351 
55-66  _-11 
276-367_-91 
185-53 _132 
4-324  _-320
43-724 _-681
213-69 _144 
25-496 _-471
6-510  _-504
222-28 _194 
3-458  _-455
81-541 _-460
84-921 _-837
43-220 _-177
18-729 _-711
77-613 _-536
358-7  _351 
609-45 _564 
359-99 _260 
906-67 _839 
1-138  _-137
494-8  _486 
487-76 _411 
634-992_-358
371-56 _315 
872-9  _863 
101-26 _75  
142-93 _49  
746-235_511 
687-578_109 
587-93 _494 
653-34 _619 
482-646_-164
63-950 _-887
3-602  _-599
633-455_178 
93-712 _-619
69-57  _12  
547-75 _472 
921-35 _886 
263-789_-526
53-699 _-646
712-847_-135
712-721_-9  
789-88 _701 
518-89 _429 
43-438 _-395
385-886_-501
8-621  _-613
229-803_-574
541-196_345 
405-104_301 
960-533_427 
852-21 _831 
634-752_-118
670-62 _608 
928-784_144 
401-373_28  
678-75 _603 
807-71 _736 
170-39 _131 
240-406_-166
253-116_137 
641-601_40  
74-233 _-159
966-702_264 
486-341_145 
912-78 _834 
787-798_-11 
671-876_-205
794-57 _737 
651-87 _564 
775-56 _719 
6-972  _-966
5-773  _-768
641-4  _637 
56-576 _-520
688-751_-63 
4-569  _-565
987-532_455 
231-346_-115
342-74 _268 
382-647_-265
26-722 _-696
860-5  _855 
8-143  _-135
541-37 _504 
476-206_270 
168-840_-672
159-858_-699
829-8  _821 
34-344 _-310
64-503 _-439
264-53 _211 
32-296 _-264
956-956_0   
97-750 _-653
986-28 _958 
730-69 _661 
67-55  _12  
833-9  _824 
49-310 _-261
632-836_-204
14-29  _-15 
33-556 _-523
54-366 _-312
124-379_-255
20-597 _-577
613-7  _606 
69-737 _-668
245-597_-352
93-783 _-690
67-29  _38  
5-798  _-793
512-92 _420 
806-81 _725 
318-62 _256 
379-338_41  
831-84 _747 
840-192_648 
194-10 _184 
95-960 _-865
217-56 _161 
76-212 _-136
408-9  _399 
73-60  _13  
951-39 _912 
363-105_258 
784-20 _764 
883-651_232 
804-9  _795 
2-310  _-308
27-57  _-30 
42-252 _-210
925-64 _861 
631-72 _559 
234-885_-651
13-680 _-667
601-28 _573 
98-92  _6   
642-42 _600 
42-695 _-653
22-702 _-680
645-89 _556 
26-372 _-346
48-65  _-17 
23-51  _-28 
531-20 _511 
321-73 _248 
245-6  _239 
47-546 _-499
967-814_153 
7-372  _-365
787-7  _780 
86-132 _-46 
93-139 _-46 
92-450 _-358
7-268  _-261
960-697_263 
18-400 _-382
58-279 _-221
286-956_-670
76-577 _-501
306-910_-604
349-95 _254 
132-867_-735
61-191 _-130
11-63  _-52 
433-8  _425 
331-48 _283 
744-62 _682 
17-675 _-658
996-93 _903 
68-494 _-426
553-695_-142
333-96 _237 
900-623_277 
809-325_484 
21-49  _-28 
812-17 _795 
404-8  _396 
538-524_14  
1-923  _-922
83-708 _-625
126-0  _126 
245-765_-520
324-94 _230 
871-710_161 
69-532 _-463
52-529 _-477
55-856 _-801
332-304_28  
39-237 _-198
420-184_236 
191-8  _183 
283-7  _276 
146-295_-149
170-459_-289
24-799 _-775
57-94  _-37 
92-570 _-478
69-894 _-825
209-506_-297
128-57 _71  
94-347 _-253
935-284_651 
49-77  _-28 
1-815  _-814
775-768_7   
12-526 _-514
81-816 _-735
411-61 _350 
523-9  _514 
36-34  _2   
295-462_-167
558-82 _476 
39-181 _-142
820-83 _737 
984-96 _888 
571-41 _530 
989-12 _977 
5-900  _-895
684-513_171 
503-373_130 
597-23 _574 
28-993 _-965
496-30 _466 
784-885_-101
952-70 _882 
67-175 _-108
383-98 _285 
47-68  _-21 
214-912_-698
754-9  _745 
31-557 _-526
896-971_-75 
46-69  _-23 
16-447 _-431
759-471_288 
86-661 _-575
950-717_233 
278-99 _179 
349-325_24  
173-86 _87  
453-67 _386 
789-394_395 
87-766 _-679
927-51 _876 
66-171 _-105
395-214_181 
1-577  _-576
747-570_177 
8-430  _-422
958-93 _865 
239-12 _227 
28-786 _-758
35-255 _-220
299-20 _279 
924-23 _901 
578-897_-319
94-675 _-581
330-44 _286 
8-742  _-734
139-212_-73 
1-391  _-390
543-432_111 
962-0  _962 
414-95 _319 
441-21 _420 
31-574 _-543
0-172  _-172
666-35 _631 
93-521 _-428
80-597 _-517
655-93 _562 
17-903 _-886
776-59 _717 
95-378 _-283
11-948 _-937
59-862 _-803
6-935  _-929
208-52 _156 
7-914  _-907
256-8  _248 
771-789_-18 
470-728_-258
73-411 _-338
973-317_656 
418-58 _360 
784-360_424 
97-810 _-713
58-889 _-831
130-585_-455
1-853  _-852
89-355 _-266
159-61 _98  
718-19 _699 
25-210 _-185
491-18 _473 
427-813_-386
975-761_214 
636-727_-91 
133-332_-199
51-696 _-645
641-1  _640 
57-167 _-110
473-47 _426 
25-460 _-435
471-937_-466
4-246  _-242
252-63 _189 
46-716 _-670
487-429_58  
575-472_103 
34-817 _-783
10-738 _-728
44-703 _-659
954-119_835 
423-803_-380
833-503_330 
794-35 _759 
912-215_697 
60-98  _-38 
6-668  _-662
269-78 _191 
3-359  _-356
676-998_-322
992-220_772 
86-545 _-459
94-341 _-247
5-463  _-458
457-757_-300
63-645 _-582
189-54 _135 
17-541 _-524
89-385 _-296
759-134_625 
397-560_-163
102-436_-334
927-718_209 
822-317_505 
91-136 _-45 
941-47 _894 
295-78 _217 
874-38 _836 
5-541  _-536
5-154  _-149
0-195  _-195
90-319 _-229
27-103 _-76 
62-480 _-418
362-912_-550
51-504 _-453
879-3  _876 
922-50 _872 
99-331 _-232
526-415_111 
977-20 _957 
426-805_-379
250-50 _200 
78-84  _-6  
393-71 _322 
7-703  _-696
45-128 _-83 
542-885_-343
785-491_294 
845-7  _838 
430-85 _345 
375-282_93  
348-4  _344 
494-293_201 
461-4  _457 
15-893 _-878
925-493_432 
241-84 _157 
932-7  _925 
253-98 _155 
605-74 _531 
74-271 _-197
936-177_759 
754-4  _750 
0-985  _-985
35-93  _-58 
405-361_44  
376-762_-386
389-869_-480
141-743_-602
651-41 _610 
983-163_820 
36-687 _-651
248-96 _152 
0-551  _-551
57-736 _-679
125-962_-837
61-698 _-637
66-308 _-242
978-27 _951 
99-674 _-575
543-0  _543 
69-660 _-591
850-538_312 
65-723 _-658
462-51 _411 
72-115 _-43 
309-50 _259 
21-193 _-172
843-413_430 
72-491 _-419
843-58 _785 
18-77  _-59 
292-63 _229 
258-5  _253 
265-145_120 
990-9  _981 
84-820 _-736
34-805 _-771
830-836_-6  
223-1  _222 
68-551 _-483
509-97 _412 
658-658_0   
873-73 _800 
774-69 _705 
81-244 _-163
23-850 _-827
955-92 _863 
585-54 _531 
54-262 _-208
327-22 _305 
0-411  _-411
173-337_-164
34-815 _-781
628-994_-366
730-762_-32 
35-34  _1   
65-428 _-363
314-747_-433
754-88 _666 
658-7  _651 
587-529_58  
616-35 _581 
900-683_217 
967-794_173 
44-668 _-624
993-36 _957 
423-52 _371 
823-26 _797 
1-618  _-617
8-938  _-930
206-92 _114 
794-66 _728 
806-49 _757 
86-26  _60  
7-152  _-145
34-458 _-424
825-60 _765 
254-7  _247 
506-836_-330
913-6  _907 
182-24 _158 
308-461_-153
31-171 _-140
693-83 _610 
4-326  _-322
52-141 _-89 
898-305_593 
3-220  _-217
363-99 _264 
14-350 _-336
37-411 _-374
828-578_250 
24-97  _-73 
601-59 _542 
207-9  _198 
16-889 _-873
713-79 _634 
966-481_485 
702-87 _615 
64-707 _-643
849-969_-120
478-207_271 
71-107 _-36 
423-1  _422 
47-684 _-637
876-13 _863 
6-716  _-710
82-622 _-540
770-370_400 
22-849 _-827
596-79 _517 
16-628 _-612
194-840_-646
41-899 _-858
968-51 _917 
81-395 _-314
958-140_818 
78-82  _-4  
493-65 _428 
0-154  _-154
935-64 _871 
273-36 _237 
470-132_338 
936-76 _860 
845-925_-80 
68-666 _-598
879-8  _871 
473-846_-373
928-98 _830 
71-21  _50  
70-692 _-622
344-63 _281 
967-94 _873 
827-31 _796 
718-45 _673 
857-17 _840 
104-95 _9   
737-40 _697 
692-971_-279
733-762_-29 
5-657  _-652
706-58 _648 
56-975 _-919
634-36 _598 
81-373 _-292
707-870_-163
912-255_657 
808-14 _794 
549-22 _527 
362-532_-170
31-210 _-179
765-41 _724 
34-115 _-81 
138-13 _125 
45-172 _-127
276-420_-144
974-73 _901 
151-615_-464
646-89 _557 
85-397 _-312
517-1  _516 
177-125_52  
626-85 _541 
122-631_-509
349-18 _331 
594-538_56  
82-940 _-858
89-439 _-350
3-367  _-364
621-434_187 
171-291_-120
79-144 _-65 
3-498  _-495
640-190_450 
781-300_481 
1-606  _-605
59-545 _-486
758-40 _718 
9-768  _-759
92-827 _-735
396-685_-289
813-652_161 
988-79 _909 
662-18 _644 
4-684  _-680
610-6  _604 
62-39  _23  
46-75  _-29 
506-611_-105
210-1  _209 
716-156_560 
14-824 _-810
730-93 _637 
255-645_-390
273-759_-486
119-185_-66 
906-77 _829 
66-366 _-300
37-766 _-729
819-11 _808 
750-840_-90 
385-37 _348 
139-19 _120 
644-51 _593 
447-305_142 
594-884_-290
324-21 _303 
95-47  _48  
95-624 _-529
306-368_-62 
410-97 _313 
603-32 _571 
31-962 _-931
882-81 _801 
611-411_200 
29-506 _-477
34-357 _-323
741-10 _731 
311-3  _308 
117-72 _45  
15-672 _-657
476-750_-274
362-30 _332 
365-5  _360 
306-11 _295 
625-928_-303
777-294_483 
757-19 _738 
727-14 _713 
8-107  _-99 
739-187_552 
23-847 _-824
408-46 _362 
165-30 _135 
170-92 _78  
730-443_287 
893-378_515 
95-80  _15  
917-39 _878 
82-480 _-398
540-172_368 
647-406_241 
85-36  _49  
100-941_-841
967-68 _899 
964-5  _959 
566-711_-145
54-807 _-753
56-292 _-236
708-93 _615 
21-424 _-403
777-200_577 
58-937 _-879
54-562 _-508
18-574 _-556
92-371 _-279
678-12 _666 
286-603_-317
897-127_770 
792-779_13  
82-922 _-840
387-60 _327 
819-15 _804 
119-44 _75  
77-914 _-837
772-256_516 
718-21 _697 
910-30 _880 
153-33 _120 
85-270 _-185
24-509 _-485
125-205_-80 
31-61  _-30 
469-5  _464 
266-18 _248 
600-828_-228
514-8  _506 
913-72 _841 
85-963 _-878
18-425 _-407
342-26 _316 
217-531_-314
309-142_167 
414-917_-503
221-89 _132 
22-383 _-361
47-73  _-26 
346-58 _288 
91-241 _-150
926-187_739 
45-573 _-528
192-640_-448
182-162_20  
3-469  _-466
82-798 _-716
211-96 _115 
9-485  _-476
478-74 _404 
31-738 _-707
386-1  _385 
96-344 _-248
712-79 _633 
749-1  _748 
178-43 _135 
909-3  _906 
158-321_-163
61-655 _-594
46-167 _-121
53-562 _-509
343-60 _283 
24-264 _-240
31-60  _-29 
497-71 _426 
714-663_51  
36-475 _-439
586-29 _557 
928-0  _928 
34-402 _-368
596-61 _535 
521-70 _451 
372-258_114 
901-44 _857 
994-599_395 
694-314_380 
35-345 _-310
198-718_-520
366-65 _301 
625-739_-114
406-43 _363 
820-511_309 
578-91 _487 
316-265_51  
54-869 _-815
133-798_-665
868-29 _839 
343-984_-641
5-544  _-539
10-495 _-485
50-114 _-64 
314-0  _314 
49-793 _-744
60-443 _-383
89-267 _-178
5-918  _-913
537-548_-11 
645-37 _608 
80-90  _-10 
496-344_152 
761-11 _750 
64-552 _-488
797-19 _778 
551-529_22  
816-64 _752 
95-702 _-607
171-164_7   
935-251_684 
127-58 _69  
551-42 _509 
59-54  _5   
63-479 _-416
819-493_326 
59-335 _-276
11-891 _-880
379-68 _311 
3-959  _-956
8-197  _-189
91-970 _-879
750-953_-203
64-791 _-727
969-173_796 
293-4  _289 
43-817 _-774
293-83 _210 
747-5  _742 
880-86 _794 
28-356 _-328
269-856_-587
710-89 _621 
839-564_275 
820-15 _805 
79-516 _-437
865-599_266 
29-371 _-342
924-80 _844 
472-806_-334
386-865_-479
65-476 _-411
617-986_-369
429-784_-355
679-27 _652 
2-490  _-488
83-474 _-391
642-1  _641 
32-754 _-722
690-679_11  
805-658_147 
367-363_4   
40-82  _-42 
26-154 _-128
456-233_223 
175-74 _101 
636-998_-362
716-455_261 
978-28 _950 
190-98 _92  
4-582  _-578
99-23  _76  
775-85 _690 
21-588 _-567
39-324 _-285
937-21 _916 
884-20 _864 
41-736 _-695
229-703_-474
250-87 _163 
248-57 _191 
9-316  _-307
490-57 _433 
908-77 _831 
727-463_264 
908-89 _819 
629-969_-340
736-912_-176
60-245 _-185
2-633  _-631
34-552 _-518
419-916_-497
823-84 _739 
27-709 _-682
878-0  _878 
39-948 _-909
852-920_-68 
922-301_621 
635-658_-23 
120-73 _47  
38-507 _-469
74-422 _-348
3-889  _-886
52-463 _-411
434-92 _342 
79-361 _-282
49-950 _-901
234-33 _201 
898-934_-36 
595-89 _506 
1-898  _-897
59-489 _-430
474-51 _423 
198-292_-94 
77-309 _-232
19-886 _-867
415-66 _349 
19-221 _-202
66-884 _-818
30-238 _-208
442-69 _373 
0-232  _-232
23-888 _-865
845-803_42  
92-135 _-43 
806-89 _717 
977-97 _880 
276-73 _203 
349-75 _274 
480-49 _431 
3-738  _-735
64-234 _-170
876-787_89  
823-13 _810 
41-537 _-496
42-82  _-40 
578-1  _577 
698-54 _644 
166-529_-363
302-933_-631
67-147 _-80 
187-64 _123 
104-986_-882
416-229_187 
257-601_-344
87-195 _-108
215-42 _173 
59-107 _-48 
300-2  _298 
109-68 _41  
36-358 _-322
157-51 _106 
39-66  _-27 
934-387_547 
70-74  _-4  
546-576_-30 
124-31 _93  
235-406_-171
469-34 _435 
67-309 _-242
226-231_-5  
67-555 _-488
430-89 _341 
551-168_383 
392-927_-535
85-972 _-887
9-648  _-639
491-21 _470 
92-286 _-194
547-989_-442
45-492 _-447
3-935  _-932
598-39 _559 
652-25 _627 
224-32 _192 
958-16 _942 
942-1  _941 
65-837 _-772
40-485 _-445
326-895_-569
77-764 _-687
66-456 _-390
592-815_-223
272-57 _215 
221-656_-435
76-765 _-689
69-234 _-165
230-61 _169 
619-0  _619 
2-435  _-433
943-60 _883 
563-733_-170
394-91 _303 
42-739 _-697
182-374_-192
254-166_88  
541-534_7   
71-66  _5   
159-94 _65  
18-824 _-806
950-64 _886 
373-76 _297 
817-98 _719 
68-859 _-791
984-568_416 
868-13 _855 
60-840 _-780
64-271 _-207
72-878 _-806
999-328_671 
439-41 _398 
147-587_-440
136-43 _93  
50-589 _-539
90-376 _-286
956-187_769 
73-448 _-375
51-226 _-175
119-482_-363
44-971 _-927
38-465 _-427
118-377_-259
232-757_-525
818-19 _799 
674-67 _607 
76-18  _58  
9-912  _-903
0-957  _-957
5-779  _-774
299-147_152 
422-54 _368 
5-194  _-189
810-30 _780 
14-990 _-976
12-965 _-953
81-941 _-860
67-96  _-29 
7-404  _-397
443-61 _382 
525-75 _450 
29-628 _-599
525-509_16  
5-987  _-982
807-463_344 
417-14 _403 
620-73 _547 
21-333 _-312
564-29 _535 
97-571 _-474
497-40 _457 
644-45 _599 
676-44 _632 
681-646_35  
219-67 _152 
359-194_165 
24-391 _-367
46-692 _-646
89-296 _-207
579-1  _578 
63-646 _-583
867-150_717 
382-332_50  
2-101  _-99 
706-669_37  
156-2  _154 
85-85  _0   
255-187_68  
62-94  _-32 
285-70 _215 
718-165_553 
91-215 _-124
707-69 _638 
734-90 _644 
647-775_-128
302-848_-546
54-925 _-871
13-768 _-755
315-51 _264 
42-666 _-624
617-50 _567 
87-998 _-911
954-193_761 
224-81 _143 
90-908 _-818
673-569_104 
323-78 _245 
897-415_482 
588-85 _503 
709-21 _688 
8-664  _-656
7-562  _-555
398-421_-23 
464-7  _457 
790-58 _732 
57-606 _-549
0-341  _-341
27-226 _-199
497-8  _489 
81-348 _-267
859-222_637 
92-238 _-146
389-585_-196
856-435_421 
28-54  _-26 
78-102 _-24 
0-224  _-224
693-31 _662 
128-413_-285
97-126 _-29 
471-72 _399 
58-649 _-591
973-153_820 
485-28 _457 
459-4  _455 
122-757_-635
104-88 _16  
4-414  _-410
244-339_-95 
404-1  _403 
499-98 _401 
635-95 _540 
352-790_-438
198-571_-373
451-49 _402 
82-223 _-141
791-127_664 
595-13 _582 
802-19 _783 
295-708_-413
381-933_-552
35-205 _-170
75-319 _-244
63-994 _-931
853-264_589 
87-616 _-529
670-767_-97 
568-663_-95 
840-7  _833 
97-59  _38  
940-50 _890 
430-334_96  
18-59  _-41 
94-805 _-711
801-165_636 
303-32 _271 
84-55  _29  
70-273 _-203
483-631_-148
299-720_-421
328-3  _325 
561-102_459 
67-71  _-4  
446-132_314 
885-132_753 
503-781_-278
18-725 _-707
45-663 _-618
0-837  _-837
974-93 _881 
454-0  _454 
612-838_-226
28-693 _-665
518-435_83  
293-37 _256 
62-294 _-232
116-48 _68  
828-3  _825 
170-85 _85  
982-24 _958 
4-890  _-886
153-128_25  
15-194 _-179
589-55 _534 
961-82 _879 
59-274 _-215
11-588 _-577
236-45 _191 
155-757_-602
216-536_-320
35-304 _-269
638-953_-315
838-257_581 
534-656_-122
52-91  _-39 
606-33 _573 
61-362 _-301
42-80  _-38 
325-86 _239 
55-535 _-480
959-11 _948 
88-189 _-101
534-17 _517 
885-43 _842 
902-795_107 
872-143_729 
842-46 _796 
532-58 _474 
79-793 _-714
184-229_-45 
76-646 _-570
923-457_466 
35-124 _-89 
786-216_570 
34-146 _-112
864-97 _767 
535-7  _528 
909-13 _896 
753-98 _655 
826-89 _737 
88-202 _-114
469-912_-443
355-995_-640
571-73 _498 
118-17 _101 
561-29 _532 
712-530_182 
702-16 _686 
945-967_-22 
70-34  _36  
70-220 _-150
55-162 _-107
26-645 _-619
73-693 _-620
26-421 _-395
32-340 _-308
560-22 _538 
374-47 _327 
695-188_507 
407-72 _335 
425-58 _367 
831-9  _822 
9-543  _-534
10-327 _-317
962-114_848 
17-59  _-42 
110-78 _32  
632-78 _554 
354-82 _272 
43-955 _-912
484-862_-378
746-55 _691 
211-28 _183 
786-158_628 
67-632 _-565
758-891_-133
183-79 _104 
835-413_422 
32-965 _-933
47-883 _-836
839-62 _777 
993-55 _938 
844-749_95  
6-764  _-758
593-62 _531 
861-95 _766 
727-2  _725 
110-13 _97  
919-310_609 
97-785 _-688
978-20 _958 
464-86 _378 
93-195 _-102
32-573 _-541
0-413  _-413
85-177 _-92 
347-73 _274 
844-33 _811 
730-0  _730 
377-57 _320 
242-6  _236 
732-108_624 
468-91 _377 
308-67 _241 
681-74 _607 
829-74 _755 
706-928_-222
61-832 _-771
26-393 _-367
35-624 _-589
63-485 _-422
216-53 _163 
440-439_1   
932-43 _889 
10-303 _-293
456-94 _362 
64-916 _-852
294-71 _223 
1-348  _-347
25-703 _-678
79-734 _-655
93-63  _30  
81-634 _-553
615-41 _574 
194-59 _135 
97-278 _-181
54-488 _-434
84-466 _-382
244-65 _179 
28-599 _-571
100-584_-484
302-51 _251 
402-5  _397 
2-335  _-333
534-881_-347
717-745_-28 
557-64 _493 
193-27 _166 
402-41 _361 
611-596_15  
597-568_29  
341-309_32  
4-575  _-571
980-385_595 
941-46 _895 
805-238_567 
4-110  _-106
62-987 _-925
625-765_-140
41-687 _-646
736-600_136 
463-96 _367 
82-960 _-878
3-965  _-962
225-72 _153 
150-56 _94  
810-28 _782 
78-671 _-593
489-89 _400 
980-43 _937 
51-354 _-303
5-891  _-886
177-489_-312
9-826  _-817
885-745_140 
879-65 _814 
108-1  _107 
76-193 _-117
421-91 _330 
23-361 _-338
0-627  _-627
76-644 _-568
254-908_-654
439-91 _348 
989-69 _920 
112-0  _112 
848-65 _783 
884-55 _829 
363-63 _300 
554-675_-121
44-680 _-636
658-230_428 
264-1  _263 
47-838 _-791
556-61 _495 
86-945 _-859
440-890_-450
50-713 _-663
81-739 _-658
806-999_-193
600-93 _507 
44-832 _-788
172-942_-770
876-71 _805 
452-0  _452 
403-624_-221
11-11  _0   
93-18  _75  
889-9  _880 
39-13  _26  
843-87 _756 
802-98 _704 
53-34  _19  
8-144  _-136
873-20 _853 
61-871 _-810
57-564 _-507
883-26 _857 
920-457_463 
441-2  _439 
20-768 _-748
91-807 _-716
571-867_-296
565-735_-170
23-918 _-895
83-411 _-328
9-652  _-643
65-865 _-800
98-298 _-200
416-91 _325 
802-659_143 
501-61 _440 
22-459 _-437
623-774_-151
841-52 _789 
131-48 _83  
832-646_186 
153-397_-244
686-119_567 
21-682 _-661
138-110_28  
15-703 _-688
258-96 _162 
959-885_74  
323-386_-63 
40-960 _-920
18-713 _-695
78-537 _-459
489-965_-476
950-20 _930 
80-928 _-848
565-1  _564 
90-578 _-488
274-63 _211 
28-819 _-791
27-325 _-298
871-14 _857 
335-88 _247 
75-143 _-68 
2-488  _-486
730-244_486 
80-909 _-829
969-810_159 
768-330_438 
42-899 _-857
432-1  _431 
203-425_-222
205-355_-150
447-353_94  
70-442 _-372
81-335 _-254
896-1  _895 
120-32 _88  
801-711_90  
69-343 _-274
876-495_381 
98-886 _-788
463-58 _405 
988-949_39  
442-316_126 
323-7  _316 
397-83 _314 
340-79 _261 
738-9  _729 
971-443_528 
508-982_-474
819-80 _739 
393-7  _386 
841-561_280 
843-911_-68 
945-22 _923 
264-84 _180 
517-104_413 
964-342_622 
79-405 _-326
2-469  _-467
787-17 _770 
4-392  _-388
17-860 _-843
173-6  _167 
297-791_-494
69-798 _-729
821-43 _778 
34-66  _-32 
403-255_148 
4-445  _-441
525-277_248 
93-40  _53  
30-52  _-22 
14-404 _-390
148-61 _87  
661-99 _562 
65-680 _-615
18-261 _-243
33-21  _12  
112-78 _34  
192-31 _161 
707-43 _664 
32-375 _-343
41-176 _-135
451-470_-19 
786-83 _703 
649-555_94  
817-271_546 
149-887_-738
407-566_-159
166-679_-513
915-52 _863 
403-89 _314 
498-46 _452 
2-784  _-782
23-149 _-126
42-896 _-854
83-97  _-14 
48-312 _-264
395-857_-462
345-693_-348
5-474  _-469
536-91 _445 
731-337_394 
304-442_-138
958-5  _953 
2-705  _-703
696-42 _654 
107-221_-114
12-984 _-972
45-140 _-95 
79-482 _-403
425-356_69  
621-28 _593 
978-48 _930 
930-11 _919 
237-28 _209 
282-62 _220 
273-63 _210 
96-434 _-338
94-425 _-331
819-869_-50 
627-38 _589 
974-62 _912 
717-384_333 
940-173_767 
78-385 _-307
213-74 _139 
6-773  _-767
31-86  _-55 
748-35 _713 
6-312  _-306
38-860 _-822
724-86 _638 
85-565 _-480
648-609_39  
185-453_-268
431-849_-418
611-914_-303
640-2  _638 
66-270 _-204
337-619_-282
599-509_90  
641-94 _547 
131-554_-423
45-411 _-366
850-12 _838 
462-21 _441 
868-83 _785 
255-34 _221 
682-390_292 
614-84 _530 
73-722 _-649
601-969_-368
157-911_-754
131-62 _69  
871-83 _788 
3-871  _-868
873-94 _779 
27-891 _-864
51-650 _-599
81-915 _-834
96-237 _-141
15-142 _-127
251-90 _161 
840-8  _832 
582-23 _559 
606-910_-304
911-629_282 
77-634 _-557
58-70  _-12 
353-47 _306 
257-511_-254
825-619_206 
3-101  _-98 
457-35 _422 
490-1  _489 
207-59 _148 
9-181  _-172
68-978 _-910
2-748  _-746
41-118 _-77 
7-249  _-242
388-452_-64 
41-885 _-844
531-63 _468 
56-33  _23  
98-780 _-682
591-806_-215
244-638_-394
640-344_296 
774-245_529 
786-292_494 
362-23 _339 
568-97 _471 
508-23 _485 
321-72 _249 
20-25  _-5  
52-960 _-908
601-412_189 
317-73 _244 
992-22 _970 
835-44 _791 
108-46 _62  
33-934 _-901
237-49 _188 
80-578 _-498
760-14 _746 
539-887_-348
58-891 _-833
6-556  _-550
117-88 _29  
92-68  _24  
626-30 _596 
81-789 _-708
177-117_60  
45-72  _-27 
674-89 _585 
869-743_126 
902-478_424 
259-97 _162 
48-357 _-309
904-889_15  
92-623 _-531
449-3  _446 
285-19 _266 
87-183 _-96 
422-9  _413 
50-342 _-292
951-181_770 
128-592_-464
72-209 _-137
26-910 _-884
591-57 _534 
39-487 _-448
445-570_-125
5-996  _-991
906-143_763 
88-453 _-365
64-97  _-33 
724-13 _711 
518-331_187 
664-472_192 
265-180_85  
615-451_164 
53-971 _-918
24-673 _-649
9-249  _-240
583-989_-406
122-647_-525
568-58 _510 
582-41 _541 
49-154 _-105
11-55  _-44 
73-429 _-356
735-3  _732 
625-50 _575 
